input,output,label
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Mascarello Carrocerias de Ônibus was founded in Cascavel. """""" >>> Output: """"""","[s] Mascarello_Carrocerias_de_Ônibus [r] headquarters location [o] Cascavel [e] [end] """""" ##",[s] Mascarello_Carrocerias_de_Ônibus [r] location of formation [o] Cascavel [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" A Bird in a Guilty Cage is an English language film or TV show written by Warren Foster and directed by Friz Freleng. It has Australian English as part of its language. """""" >>> Output: """"""","[s] A_Bird_in_a_Guilty_Cage [r] language [o] English_language [e] [s] A_Bird_in_a_Guilty_Cage [r] writer [o] Warren_Foster [e] [s] A_Bird_in_a_Guilty_Cage [r] director [o] Friz_Freleng [e] [s] A_Bird_in_a_Guilty_Cage [r] language [o] Australian_English [e] [end] """"""",[s] A_Bird_in_a_Guilty_Cage [r] screenwriter [o] Warren_Foster [e] [s] A_Bird_in_a_Guilty_Cage [r] original language of film or TV show [o] English_language [e] [s] A_Bird_in_a_Guilty_Cage [r] director [o] Friz_Freleng [e] [s] English_language [r] has part [o] Australian_English [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Freddie Wadling's native language is Swedish. """""" >>> Output: """"""","[s] Freddie_Wadling [r] native language [o] Swedish_language [e] [end] """""" ##",[s] Freddie_Wadling [r] native language [o] Swedish_language [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Saeein is followed by Sayonee. """""" >>> Output: """"""","[s] Saeein [r] followed by [o] Sayonee [e] [end] """""" ##",[s] Saeein [r] followed by [o] Sayonee [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Vellore Institute of Technology is affiliated with the University Grants Commission (India), and was founded by G. Viswanathan. It is located in Chennai, India, which is in Asia. """""" >>> Output: """"""","[s] Vellore_Institute_of_Technology [r] affiliated with [o] University_Grants_Commission_(India) [e] [s] Vellore_Institute_of_Technology [r] founder [o] G._Viswanathan [e] [s] Vellore_Institute_of_Technology [r] location [o] Chennai [e] [s] Vellore_Institute_of_Technology [r] location [o] Asia [e] [end] """""" ##",[s] Vellore_Institute_of_Technology [r] affiliation [o] University_Grants_Commission_(India) [e] [s] Vellore_Institute_of_Technology [r] founded by [o] G._Viswanathan [e] [s] Vellore_Institute_of_Technology [r] continent [o] Asia [e] [s] Vellore_Institute_of_Technology [r] located in the administrative territorial entity [o] Chennai [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Inga Alsiņa is a citizen of Latvia, which contains Iecava Municipality as an administrative territorial entity. """""" >>> Output: """"""","[s] Inga_Alsiņa [r] citizen of [o] Latvia [e] [s] Inga_Alsiņa [r] administrative territorial entity [o] Iecava_Municipality [e] [end] """""" ##",[s] Inga_Alsiņa [r] country of citizenship [o] Latvia [e] [s] Latvia [r] contains administrative territorial entity [o] Iecava_Municipality [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Birds produce vocalizations, and are a subclass of vertebrates. """""" >>> Output: """"""","[s] Birds [r] subclass of [o] Vertebrates [e] [s] Birds [r] produce vocalizations [o] [e] [end] """""" ##",[s] Bird [r] produced sound [o] Bird_vocalization [e] [s] Bird [r] subclass of [o] Vertebrate [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Vanůvek is a historical region located in the Jihlava District of Moravia. It shares borders with Řásná, Řídelov, Vanov, and Telč. """""" >>> Output: """"""","[s] Vanůvek [r] region [o] Jihlava_District [e] [s] Vanůvek [r] border [o] Řásná [e] [s] Vanůvek [r] border [o] Řídelov [e] [s] Vanůvek [r] border [o] Vanov [e] [s] Vanůvek [r] border [o] Telč [e] [end] """""" ##",[s] Vanůvek [r] historical region [o] Moravia [e] [s] Vanůvek [r] located in the administrative territorial entity [o] Jihlava_District [e] [s] Vanůvek [r] shares border with [o] Řásná [e] [s] Vanůvek [r] shares border with [o] Řídelov [e] [s] Vanůvek [r] shares border with [o] Vanov [e] [s] Vanůvek [r] shares border with [o] Telč [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Cartericella is a genus in the taxonomic rank of Gelechiidae, and is an instance of a Taxon. Genus is the type species and part of a Subfamily. """""" >>> Output: """"""","[s] Cartericella [r] taxonomic rank [o] Gelechiidae [e] [s] Cartericella [r] type species [o] Cartericella [e] [s] Cartericella [r] part of [o] Subfamily [e] [end] """""" ##",[s] Cartericella [r] taxon rank [o] Genus [e] [s] Cartericella [r] parent taxon [o] Gelechiidae [e] [s] Cartericella [r] instance of [o] Taxon [e] [s] Genus [r] has quality [o] Type_species [e] [s] Genus [r] part of [o] Subfamily [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Nadix is a musician from Sarajevo, Bosnia and Herzegovina, who specializes in Trance music, a genre of Electronic Dance Music originating from Germany. He is an instance of a Human. """""" >>> Output: """"""","[s] Nadix [r] musician [o] Nadix [e] [s] Nadix [r] location of origin [o] Sarajevo [e] [s] Nadix [r] genre of music [o] Trance_music [e] [s] Nadix [r] genre of music [o] Electronic_dance_music [e] [s] Nadix [r] origin [o] Germany [e] [s] Nadix [r] instance of [o] Human [e] [end] """""" ##",[s] Nadix [r] genre [o] Trance_music [e] [s] Nadix [r] occupation [o] Musician [e] [s] Nadix [r] place of birth [o] Sarajevo [e] [s] Nadix [r] country of citizenship [o] Bosnia_and_Herzegovina [e] [s] Nadix [r] instance of [o] Human [e] [s] Trance_music [r] country of origin [o] Germany [e] [s] Trance_music [r] subclass of [o] Electronic_dance_music [e] [s] Musician [r] field of this occupation [o] Music [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Vahidin Musemić was born in Janja, Yugoslavia and played as a forward in association football. """""" >>> Output: """"""","[s] Vahidin_Musemić [r] place of birth [o] Janja [e] [s] Vahidin_Musemić [r] position [o] Forward_(association_football) [e] [end] """""" ##",[s] Vahidin_Musemić [r] position played on team / speciality [o] Forward_(association_football) [e] [s] Vahidin_Musemić [r] place of birth [o] Janja [e] [s] Vahidin_Musemić [r] country of citizenship [o] Yugoslavia [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" Risto Mattila is a snowboarder from Kauhava, Finland. He participated in the 2002 and 2006 Winter Olympics. """""" >>> Output: """"""","[s] Risto_Mattila [r] sport [o] Snowboarding [e] [s] Risto_Mattila [r] nationality [o] Finland [e] [s] Risto_Mattila [r] participated in [o] 2002_Winter_Olympics [e] [s] Risto_Mattila [r] participated in [o] 2006_Winter_Olympics [e] [end] """""" ##",[s] Risto_Mattila [r] residence [o] Kauhava [e] [s] Risto_Mattila [r] participant in [o] 2002_Winter_Olympics [e] [s] Risto_Mattila [r] participant in [o] 2006_Winter_Olympics [e] [s] Risto_Mattila [r] sport [o] Snowboarding [e]
"

Extract the triples in fully-expanded format from texts below.
Input: """""" Vettaikaaran (2009 film) was originally written in the Tamil language, with B. Babusivan as the screenwriter. """""" >>> Output: """""" [s] Vettaikaaran_(2009_film) [r] original language of film or TV show [o] Tamil_language [e] [s] Vettaikaaran_(2009_film) [r] screenwriter [o] B._Babusivan [e] [end] """""" ##
Input: """""" The NHL Stadium Series is a sport that consists of ice hockey. """""" >>> Output: """""" [s] NHL_Stadium_Series [r] sport [o] Ice_hockey [e] [end] """""" ##
Input: """""" Abhishek Pictures is a film production company based in Hyderabad. """""" >>> Output: """""" [s] Abhishek_Pictures [r] industry [o] Film_industry [e] [s] Abhishek_Pictures [r] headquarters location [o] Hyderabad [e] [end] """""" ##
Input: """""" Swedish Open Cultural Heritage is a project developed by the Swedish National Heritage Board, which is mainly focused on cultural heritage. It produces Resource Description Framework as its product or material and uses XML, JSON, and JSON-LD as its file formats. XML was inspired by Standard Generalized Markup Language. """""" >>> Output: """""" [s] Swedish_Open_Cultural_Heritage [r] main subject [o] Cultural_heritage [e] [s] Swedish_Open_Cultural_Heritage [r] developer [o] Swedish_National_Heritage_Board [e] [s] Swedish_Open_Cultural_Heritage [r] product or material produced [o] Resource_Description_Framework [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] XML [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON [e] [s] Swedish_Open_Cultural_Heritage [r] file format [o] JSON-LD [e] [s] XML [r] inspired by [o] Standard_Generalized_Markup_Language [e] [end] """""" ##
Input: """""" A Wizard of Earthsea is a novel set in the fictional universe of Earthsea, originally published in the United States. """""" >>> Output: """"""",[s] A_Wizard_of_Earthsea [r] main subject [o] Novel [e] [s] A_Wizard_of_Earthsea [r] setting [o] Fictional_universe_of_Earthsea [e] [s] A_Wizard_of_Earthsea [r] original language of book [o] English_language [e] [s] A_Wizard_of_Earthsea [r] original language of book [o] United_States [e] [end],[s] A_Wizard_of_Earthsea [r] narrative location [o] Earthsea_(universe) [e] [s] A_Wizard_of_Earthsea [r] place of publication [o] United_States [e] [s] A_Wizard_of_Earthsea [r] form of creative work [o] Novel [e]
